3sheets Sports Entertainment Skaters
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
D,Brock Faber D | MIN ,"@STL 10/09  8:00pm ET","Home: 1 (CLB)
Away: 1 (@STL)",345,100%,0%,8,2,,106.5,87.0,85.8
D,Charlie McAvoy D | BOS ,"@WAS 10/08  7:30pm ET","Home: 2 (CHI,BUF)
Away: 1 (@WAS)",271,100%,0%,13,1,,85.0,143.8,100.3
D,Jake Sanderson D | OTT ,"@TB 10/09  7:00pm ET","Home: 0 
Away: 2 (@TB,@FLA)",227,100%,100%,2,1,,189.5,141.2,113.3
D,Moritz Seider D | DET ,"MON 10/09  7:00pm ET","Home: 2 (MON,TOR)
Away: 0 ",303,100%,100%,11,0,,152.8,141.2,92.9
Reserves
F,Zach Hyman W | EDM ,"CGY 10/08 10:00pm ET","Home: 2 (CGY,VAN)
Away: 0 ",71,100%,100%,9,2,,117.2,179.8,170.0
D,Owen Power D | BUF ,"NYR 10/09  7:00pm ET","Home: 1 (NYR)
Away: 1 (@BOS)",329,0%,0%,2,0,,130.8,121.5,87.9
Injured
F,Matthew Savoie C | EDM ,"CGY 10/08 10:00pm ET","Home: 2 (CGY,VAN)
Away: 0 ",269,0%,0%,0,0,1,1.0,1.8,100.7
Shazam!!! Goalies
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
G,Joel Hofer G | STL ,"MIN 10/09  8:00pm ET","Home: 1 (MIN)
Away: 1 (@CGY)",580,0%,0%,2,0,,84.1,67.1,51.3
G,Jake Oettinger G | DAL ,"@WPG 10/09  8:00pm ET","Home: 0 
Away: 2 (@WPG,@COL)",83,0%,0%,4,0,,189.1,199.6,164.2
Reserves
Injured
Active: 12 Reserve: 2 Injured: 1 Active salary: 101.00 Total salary: 112.00 Total Rookie: 1.00
South Calgary Oilers Skaters
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
C,Sebastian Aho C | CAR ,"NJ 10/09  7:00pm ET","Home: 2 (NJ,PHI)
Away: 0 ",18,100%,100%,10,1,,184.8,197.0,222.4
C,Roope Hintz C | DAL ,"@WPG 10/09  8:00pm ET","Home: 0 
Away: 2 (@WPG,@COL)",90,100%,0%,9,1,,168.5,181.2,159.8
W,Brandon Hagel W | TB ,"OTT 10/09  7:00pm ET","Home: 2 (OTT,NJ)
Away: 0 ",29,100%,0%,4,1,,229.2,188.8,203.5
W,Tyler Toffoli W | SJ ,"LV 10/09 10:00pm ET","Home: 2 (LV,ANA)
Away: 0 ",152,0%,0%,4,1,,133.8,152.2,134.1
F,Connor Bedard C | CHI ,"@FLA 10/07  5:00pm ET","Home: 1 (MON)
Away: 2 (@FLA,@BOS)",60,100%,100%,2,1,,150.0,145.2,174.9
F,Matty Beniers C | SEA ,"ANA 10/09 10:00pm ET","Home: 2 (ANA,LV)
Away: 0 ",233,100%,0%,2,1,,106.0,112.2,111.3
F,Dylan Holloway W | STL ,"MIN 10/09  8:00pm ET","Home: 1 (MIN)
Away: 1 (@CGY)",216,0%,0%,2,1,,157.2,67.8,115.2
D,Brandt Clarke D | LA ,"COL 10/07 10:30pm ET","Home: 1 (COL)
Away: 2 (@LV,@WPG)",404,100%,0%,3,2,,112.2,43.5,74.0
D,Ty Emberson D | EDM ,"CGY 10/08 10:00pm ET","Home: 2 (CGY,VAN)
Away: 0 ",650,0%,0%,2,0,,41.8,39.0,43.4
D,Devon Toews D | COL ,"@LA 10/07 10:30pm ET","Home: 2 (UTA,DAL)
Away: 1 (@LA)",253,100%,0%,7,1,,159.5,172.0,105.7
Reserves
F,Trevor Zegras C | PHI ,"@FLA 10/09  7:00pm ET","Home: 0 
Away: 2 (@FLA,@CAR)",218,100%,100%,4,2,,76.0,89.5,114.8
D,David Jiricek D | MIN ,"@STL 10/09  8:00pm ET","Home: 1 (CLB)
Away: 1 (@STL)",605,0%,0%,2,1,,11.0,16.5,47.2
Injured
C,2025 Draft Pick Dooms C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2025 Draft Pick SHAX C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2025 Draft Pick SoCal C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick Basteerds C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick SoCal C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
F,2027 Draft Pick SoCal F |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
D,"2025 Draft Pick Basteerds D,C |  ",,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
D,"Adam Fantilli D,C | CLB ","@NSH 10/09  8:00pm ET","Home: 0 
Away: 2 (@NSH,@MIN)",135,0%,0%,0,1,1,144.0,105.0,141.5
D,David Reinbacher D | MON ,"@TOR 10/08  7:00pm ET","Home: 0 
Away: 3 (@TOR,@DET,@CHI)",,0%,0%,0,1,1,0.0,0.0,0.0
D,Zayne Parekh* D | CGY ,"@EDM 10/08 10:00pm ET","Home: 1 (STL)
Away: 2 (@EDM,@VAN)",,0%,0%,0,2,1,0.0,0.0,0.0
South Calgary Oilers Goalies
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
G,Ukko-Pekka Luukkonen G | BUF ,"NYR 10/09  7:00pm ET","Home: 1 (NYR)
Away: 1 (@BOS)",200,0%,0%,3,2,,110.0,120.2,120.3
G,Stuart Skinner G | EDM ,"CGY 10/08 10:00pm ET","Home: 2 (CGY,VAN)
Away: 0 ",92,0%,0%,4,1,,123.9,160.7,158.7
Reserves
Injured
Active: 12 Reserve: 2 Injured: 10 Active salary: 52.00 Total salary: 58.00 Total Rookie: 3.00
The Dook of Sook Skaters
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
C,Brayden Point C | TB ,"OTT 10/09  7:00pm ET","Home: 2 (OTT,NJ)
Away: 0 ",16,100%,100%,15,1,,211.2,225.2,226.2
W,Nikita Kucherov W | TB ,"OTT 10/09  7:00pm ET","Home: 2 (OTT,NJ)
Away: 0 ",1,100%,100%,18,1,,285.5,291.2,315.9
F,Quinton Byfield W | LA ,"COL 10/07 10:30pm ET","Home: 1 (COL)
Away: 2 (@LV,@WPG)",140,100%,100%,2,1,,137.0,105.0,140.0
F,Matvei Michkov W | PHI ,"@FLA 10/09  7:00pm ET","Home: 0 
Away: 2 (@FLA,@CAR)",88,100%,0%,2,2,,150.5,150.8,160.2
F,Jason Robertson W | DAL ,"@WPG 10/09  8:00pm ET","Home: 0 
Away: 2 (@WPG,@COL)",43,100%,0%,13,2,,200.5,226.5,184.4
F,Yegor Sharangovich W | CGY ,"@EDM 10/08 10:00pm ET","Home: 1 (STL)
Away: 2 (@EDM,@VAN)",185,0%,0%,4,2,,81.8,102.8,123.6
D,Bowen Byram D | BUF ,"NYR 10/09  7:00pm ET","Home: 1 (NYR)
Away: 1 (@BOS)",396,0%,0%,2,1,,130.8,109.5,75.7
D,Simon Edvinsson D | DET ,"MON 10/09  7:00pm ET","Home: 2 (MON,TOR)
Away: 0 ",446,0%,0%,2,2,,110.0,39.5,66.0
D,Mikhail Sergachev D | UTA ,"@COL 10/09  9:00pm ET","Home: 0 
Away: 2 (@COL,@NSH)",222,100%,0%,13,1,,189.0,152.2,114.2
D,MacKenzie Weegar D | CGY ,"@EDM 10/08 10:00pm ET","Home: 1 (STL)
Away: 2 (@EDM,@VAN)",217,100%,100%,6,2,,161.5,157.0,115.1
Reserves
D,Simon Nemec D | NJ ,"@CAR 10/09  7:00pm ET","Home: 0 
Away: 2 (@CAR,@TB)",547,0%,0%,2,1,,13.5,40.0,54.0
Injured
C,2025 Draft Pick Dook C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2025 Draft Pick NON C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick Dook C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
F,2027 Draft Pick Dook F |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
F,Ivan Demidov W | MON ,"@TOR 10/08  7:00pm ET","Home: 0 
Away: 3 (@TOR,@DET,@CHI)",239,0%,0%,0,2,1,5.2,5.2,110.4
F,Fabian Lysell W | BOS ,"@WAS 10/08  7:30pm ET","Home: 2 (CHI,BUF)
Away: 1 (@WAS)",450,0%,0%,0,1,1,6.0,6.2,65.6
The Dook of Sook Goalies
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
G,Yaroslav Askarov G | SJ ,"LV 10/09 10:00pm ET","Home: 2 (LV,ANA)
Away: 0 ",166,0%,0%,3,2,,29.8,12.1,128.6
G,Dustin Wolf G | CGY ,"@EDM 10/08 10:00pm ET","Home: 1 (STL)
Away: 2 (@EDM,@VAN)",157,0%,0%,2,0,,181.8,73.2,133.2
Reserves
Injured
Active: 12 Reserve: 1 Injured: 6 Active salary: 82.00 Total salary: 84.00 Total Rookie: 2.00
The Inglorious Basteeerds Skaters
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
C,Evgeni Malkin C | PIT ,"@NYR 10/07  8:00pm ET","Home: 2 (NYI,NYR)
Away: 1 (@NYR)",99,0%,0%,4,2,,111.0,153.8,155.6
C,Steven Stamkos C | NSH ,"CLB 10/09  8:00pm ET","Home: 2 (CLB,UTA)
Away: 0 ",116,100%,100%,5,2,,125.0,176.0,149.1
W,Kevin Fiala W | LA ,"COL 10/07 10:30pm ET","Home: 1 (COL)
Away: 2 (@LV,@WPG)",63,100%,0%,6,1,,155.2,166.0,173.6
W,Travis Konecny W | PHI ,"@FLA 10/09  7:00pm ET","Home: 0 
Away: 2 (@FLA,@CAR)",32,100%,100%,5,2,,176.8,170.2,196.4
D,Victor Hedman D | TB ,"OTT 10/09  7:00pm ET","Home: 2 (OTT,NJ)
Away: 0 ",77,100%,100%,12,1,,232.5,217.8,168.1
D,Josh Morrissey D | WPG ,"DAL 10/09  8:00pm ET","Home: 2 (DAL,LA)
Away: 0 ",122,100%,100%,11,1,,218.2,237.5,146.6
Reserves
D,Adam Boqvist D | NYI ,"@PIT 10/09  7:00pm ET","Home: 1 (WAS)
Away: 1 (@PIT)",456,0%,0%,6,0,,47.8,51.8,65.1
Injured
F,Beckett Sennecke W | ANA ,"@SEA 10/09 10:00pm ET","Home: 0 
Away: 2 (@SEA,@SJ)",,0%,0%,0,2,1,0.0,0.0,0.0
F,Brayden Yager C | WPG ,"DAL 10/09  8:00pm ET","Home: 2 (DAL,LA)
Away: 0 ",820,0%,0%,0,1,1,0.0,0.0,16.0
D,2027 Draft Pick Basteerds D |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
The Inglorious Basteeerds Goalies
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
G,Connor Hellebuyck G | WPG ,"DAL 10/09  8:00pm ET","Home: 2 (DAL,LA)
Away: 0 ",95,0%,0%,5,1,,258.6,246.2,158.4
Reserves
Injured
Active: 7 Reserve: 1 Injured: 3 Active salary: 48.00 Total salary: 54.00 Total Rookie: 2.00
The Pylons Skaters
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
C,Jack Eichel C | LV ,"LA 10/08 10:00pm ET","Home: 1 (LA)
Away: 2 (@SJ,@SEA)",14,100%,100%,7,2,,228.0,188.2,232.9
C,Dylan Strome C | WAS ,"BOS 10/08  7:30pm ET","Home: 1 (BOS)
Away: 2 (@NYI,@NYR)",30,100%,100%,2,1,,194.5,168.0,199.0
W,Brock Boeser W | VAN ,"CGY 10/09 10:00pm ET","Home: 1 (CGY)
Away: 1 (@EDM)",101,100%,0%,5,2,,118.8,146.5,155.1
W,Mitchell Marner W | LV ,"LA 10/08 10:00pm ET","Home: 1 (LA)
Away: 2 (@SJ,@SEA)",13,100%,100%,13,2,,238.5,230.8,233.7
F,Marco Kasper C | DET ,"MON 10/09  7:00pm ET","Home: 2 (MON,TOR)
Away: 0 ",251,0%,0%,2,3,,93.2,30.0,106.0
F,John Tavares C | TOR ,"MON 10/08  7:00pm ET","Home: 1 (MON)
Away: 1 (@DET)",55,100%,100%,4,2,,188.5,180.5,175.7
D,Thomas Harley D | DAL ,"@WPG 10/09  8:00pm ET","Home: 0 
Away: 2 (@WPG,@COL)",230,100%,100%,6,2,,190.0,124.5,112.2
D,Erik Karlsson D | PIT ,"@NYR 10/07  8:00pm ET","Home: 2 (NYI,NYR)
Away: 1 (@NYR)",177,100%,100%,10,2,,175.0,238.5,125.5
D,Cale Makar D | COL ,"@LA 10/07 10:30pm ET","Home: 2 (UTA,DAL)
Away: 1 (@LA)",23,100%,100%,23,2,,347.0,302.0,211.1
Reserves
W,Dmitri Voronkov W | CLB ,"@NSH 10/09  8:00pm ET","Home: 0 
Away: 2 (@NSH,@MIN)",168,0%,0%,2,0,,121.2,104.5,127.8
F,Luca Del Bel Belluz C | CLB ,"@NSH 10/09  8:00pm ET","Home: 0 
Away: 2 (@NSH,@MIN)",,0%,0%,2,0,,18.5,12.5,0.0
F,Collin Graf C | SJ ,"LV 10/09 10:00pm ET","Home: 2 (LV,ANA)
Away: 0 ",405,0%,0%,2,0,,28.0,18.2,73.8
F,Barrett Hayton C | UTA ,"@COL 10/09  9:00pm ET","Home: 0 
Away: 2 (@COL,@NSH)",283,0%,0%,2,0,,110.5,78.2,98.2
F,Gabe Perreault W | NYR ,"PIT 10/07  8:00pm ET","Home: 2 (PIT,WAS)
Away: 2 (@BUF,@PIT)",358,0%,0%,2,0,,-0.2,0.0,83.6
F,Marco Rossi C | MIN ,"@STL 10/09  8:00pm ET","Home: 1 (CLB)
Away: 1 (@STL)",175,100%,0%,2,1,,144.8,82.5,126.1
D,Denton Mateychuk D | CLB ,"@NSH 10/09  8:00pm ET","Home: 0 
Away: 2 (@NSH,@MIN)",542,0%,0%,2,3,,48.0,48.0,54.4
Injured
C,2025 Draft Pick Pylons C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick 3sSE C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick Dooms C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick NON C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick Pylons C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,2026 Draft Pick SHAX C |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
C,Leo Carlsson C | ANA ,"@SEA 10/09 10:00pm ET","Home: 0 
Away: 2 (@SEA,@SJ)",204,0%,0%,0,1,1,114.5,93.5,119.4
C,Oliver Moore C | CHI ,"@FLA 10/07  5:00pm ET","Home: 1 (MON)
Away: 2 (@FLA,@BOS)",366,0%,0%,0,1,1,7.5,7.8,82.5
W,Zach Benson W | BUF ,"NYR 10/09  7:00pm ET","Home: 1 (NYR)
Away: 1 (@BOS)",382,0%,0%,0,1,1,65.5,70.5,78.2
F,2027 Draft Pick Pylons F |  ,,"Home: 0 
Away: 0 ",,0%,0%,0,0,,0.0,0.0,0.0
F,Nate Danielson C | DET ,"MON 10/09  7:00pm ET","Home: 2 (MON,TOR)
Away: 0 ",,0%,0%,0,1,1,0.0,0.0,0.0
F,Tij Iginla C | UTA ,"@COL 10/09  9:00pm ET","Home: 0 
Away: 2 (@COL,@NSH)",,0%,0%,0,2,1,0.0,0.0,0.0
The Pylons Goalies
,,Schedule,,Rankings,Trends,,Contracts,,,Fantasy Points,,,
Pos,Players, First Game, 10/7- 10/12,Proj,Rost,Start,salary,Years,Rookie,2024,3yr Avg,Proj,
G,Jeremy Swayman G | BOS ,"@WAS 10/08  7:30pm ET","Home: 2 (CHI,BUF)
Away: 1 (@WAS)",179,0%,0%,2,0,,126.2,142.2,125.1
Reserves
Injured
Active: 10 Reserve: 7 Injured: 12 Active salary: 74.00 Total salary: 88.00 Total Rookie: 5.00
