team_id,pairs_EV__gini,pairs_PP__gini,pairs_SH__gini,trios_EV__gini,trios_PP__gini,trios_SH__gini,pairs_EV__hhi,pairs_PP__hhi,pairs_SH__hhi,trios_EV__hhi,trios_PP__hhi,trios_SH__hhi,pairs_EV__pair_dd_share,pairs_PP__pair_dd_share,pairs_SH__pair_dd_share,pairs_EV__pair_ff_share,pairs_PP__pair_ff_share,pairs_SH__pair_ff_share,pairs_EV__share_top_1,pairs_PP__share_top_1,pairs_SH__share_top_1,trios_EV__share_top_1,trios_PP__share_top_1,trios_SH__share_top_1,pairs_EV__share_top_3,pairs_PP__share_top_3,pairs_SH__share_top_3,trios_EV__share_top_3,trios_PP__share_top_3,trios_SH__share_top_3,pairs_EV__share_top_5,pairs_PP__share_top_5,pairs_SH__share_top_5,trios_EV__share_top_5,trios_PP__share_top_5,trios_SH__share_top_5,trios_EV__trio_fwd_share,trios_PP__trio_fwd_share,trios_SH__trio_fwd_share,deployment_cluster,full_name,tri_code
1,-0.575607191618796,-0.6092981903592327,-0.6136778814854521,-0.6620050184855686,-0.6291766265346743,-0.58572588709398,0.0042927931702919095,0.0077185860676842934,0.008657322996185612,0.0009137951087068247,0.0026318234456932203,0.003758068883953832,0.07165845465411248,0.05315115045723802,0.1075666606020175,0.2155961118393797,0.37024682252806107,0.224078678715103,0.012217338627660798,0.026402270423254638,0.030141306325429072,0.003975755405958274,0.01303591091535538,0.02221477921531667,0.03252446767043016,0.0699682317958287,0.08209008025552389,0.011370351063732806,0.038326288495009415,0.05362859568634477,0.04996051023094542,0.10869729514199267,0.1262609416378596,0.017762720442128753,0.06113786401855169,0.08137370212567084,0.05970511674085296,0.17644148555596714,0.04466323422883092,1,New Jersey Devils,NJD
2,-0.5633402300008103,-0.6166054428381508,-0.681049696321479,-0.7066582997078545,-0.676357514848209,-0.6440766341506015,0.006396215751839671,0.010059225800493298,0.015453482076644053,0.0017615483291385226,0.004149545414489858,0.00785262815189063,0.06883820397108045,0.05914733184893564,0.1344207188968257,0.20944538218481057,0.33137833855023824,0.18924328660376638,0.017814822093611998,0.03300095732894468,0.04347759654685053,0.008316809681301949,0.018192546473270715,0.02579583511988226,0.05038359601287898,0.0856406036550604,0.11149394552885901,0.02268198573589926,0.051345047980202604,0.07043445007126882,0.07992119307512922,0.1298283261802575,0.16539210817831085,0.035689619981292504,0.08044345762660135,0.11018274946982953,0.05589171187319233,0.13942362716597614,0.015818200781059878,1,New York Islanders,NYI
3,-0.6806401843718252,-0.6623527613509935,-0.6838332171754007,-0.7688660700949478,-0.7087963044735802,-0.6614858173924002,0.007087217134912992,0.01386723258178947,0.016631712195336008,0.002238209584522073,0.00719493179121609,0.008194983021535693,0.068952515597665,0.04427599507151658,0.13802290969010791,0.21611881844909564,0.3864612111518417,0.1605804496890448,0.018997684682085975,0.04561143040813047,0.04821798756179238,0.012241641027163646,0.028459361825313337,0.028399889402377847,0.055426926782554155,0.1178397324537572,0.11027613884016371,0.028158298106078884,0.07727246780993387,0.07696409527195165,0.0891533808454267,0.17532850178695789,0.1616767660660182,0.043449215227081256,0.12235486948650831,0.11561401429869257,0.0590031460195986,0.1965612284006491,0.0004739898092191018,0,New York Rangers,NYR
4,-0.5860338070749445,-0.6020483308770007,-0.6647373138252239,-0.702568276946534,-0.6130678100000504,-0.6539961759827064,0.005283001719116712,0.006732983296137407,0.01289640700512237,0.001252179191729135,0.0019006607568432426,0.00694060628968317,0.07043992212766659,0.04317002558283144,0.1143051388539927,0.2129672988042766,0.3827052574456198,0.23446791110585616,0.01970609018068657,0.020444879290203406,0.04476236926245055,0.0070451726627351495,0.006610477607007106,0.022773808982117668,0.046046073678430895,0.04776798483742739,0.11236408960356287,0.015756866188594565,0.018936919779755673,0.06304318150794012,0.06826015661320659,0.07291240620296782,0.1600281796997778,0.024106094833349277,0.030193094149464996,0.10044592073531419,0.05751500073174301,0.18692961677592318,0.05024191958259392,1,Philadelphia Flyers,PHI
5,-0.686165486984934,-0.6454598937278601,-0.6603149334986065,-0.7646125080048983,-0.6255559600078312,-0.6474127519564775,0.006854824122770284,0.008896092165429196,0.010051377201541905,0.0019833414488513693,0.00300874710333312,0.004391426832722282,0.0696502529053842,0.044692322650214784,0.1344594857363064,0.21202062726913437,0.3821951952482809,0.21052073353108172,0.01797311985737222,0.02599303505453517,0.032381006254176226,0.007659548579424469,0.014596763942106888,0.01961401300608349,0.04910460901697008,0.07316728243384185,0.0858543897670505,0.022285088519802883,0.03552036609947882,0.04799780901102487,0.07868294058934946,0.11218158355282928,0.1289831041785251,0.0362727863645242,0.055169157571685404,0.07519870405332961,0.05727386544477639,0.18532696533313964,0.026571568421788688,1,Pittsburgh Penguins,PIT
6,-0.6268587898353849,-0.6315596120503117,-0.6579784789204512,-0.7110171800788919,-0.6357783863479921,-0.6275590627506382,0.005468930343445508,0.009116012455671276,0.013237891350495253,0.0013322575072462787,0.0033796524462326705,0.0058490168894254945,0.06996211487668115,0.05716634110792023,0.15277469115628473,0.20845039396072285,0.38888685530217065,0.1605921955683378,0.015449335511944969,0.027040787463936188,0.03464932348519511,0.0061384493007392875,0.01817013320869362,0.025995215358898132,0.04110220510685061,0.07550189844563723,0.09914373488463299,0.016513633233118247,0.049266767936433746,0.06925717946408015,0.0642697754663937,0.1180829858673118,0.1490751029479051,0.026498461194397784,0.07356420892731946,0.09950652132568591,0.054517175916866376,0.1885406929189063,0.0013413010620301692,1,Boston Bruins,BOS
7,-0.5450585600153348,-0.6283669421530551,-0.5349925931435443,-0.6711994198177799,-0.6462872441261873,-0.5622929715588993,0.005676349432486202,0.009755017193481243,0.006259241084747735,0.0013455244710358016,0.0038767214037282705,0.0021047413150145156,0.06857927923743232,0.038100032918304515,0.07606842927482874,0.2134394964352355,0.44433127432565883,0.30613237050936587,0.018218648708969522,0.029169490540828378,0.015900824388378525,0.006518015358281873,0.01990697136436491,0.010008405407019205,0.04709326016115553,0.07816741862401487,0.04432310332867929,0.01703225100926795,0.04862522513590773,0.027691911977475347,0.07226923252672487,0.12426853590999748,0.07090747937546873,0.0261276823336393,0.07158495679042945,0.04211889746781372,0.05800191499303796,0.2470009418529718,0.1037677351791546,1,Buffalo Sabres,BUF
8,-0.56064435924275,-0.6314648056808335,-0.6222802759553965,-0.6660087479645476,-0.6699965911236758,-0.6161031522852054,0.005649752924192925,0.011462979892694937,0.009518916718678421,0.0015656937074355465,0.005136352821145744,0.004066877591013177,0.0689224077672171,0.04087127407187138,0.1553925762096522,0.21127004249134093,0.4049569146632362,0.15441887314735606,0.022035196890660264,0.04126237127730408,0.028873773308017055,0.012885686285673445,0.02898494987565059,0.02158090128173861,0.0581121375725147,0.10686650333240677,0.08350199261376677,0.029337657130328078,0.07534676819731816,0.06155597105926348,0.0849651611885895,0.16662033834756582,0.13354337499391436,0.04342108929157647,0.10934415301387072,0.0926049372679728,0.05806175341516567,0.20575340358433966,0.00842207950573124,0,Montréal Canadiens,MTL
9,-0.619826746770495,-0.6267199588311936,-0.6264997567393583,-0.7096424161084525,-0.6549242114638809,-0.6124144325624002,0.005930296193109054,0.008352943277519747,0.011514866439590633,0.0014592994077759747,0.002762439816678999,0.005920831857195512,0.07246898368319904,0.060732183411850826,0.15567051006649474,0.21130162358740448,0.3328093620375758,0.1607358000133297,0.01586525739236988,0.023163441506034273,0.05052985598785971,0.005822850014898012,0.012165315221660082,0.03342708173840166,0.04461508327416,0.0634677828037313,0.10802704905846103,0.016289186004127477,0.0348210779217779,0.08727466133724444,0.06961219174810386,0.09961241765048143,0.15760331807252387,0.02591689612773493,0.054489800632984496,0.1207017430756461,0.05712102681315338,0.14109778917457896,0.006430764519586432,1,Ottawa Senators,OTT
10,-0.5796383569969507,-0.5663958674355788,-0.6174816306586476,-0.6942592350396336,-0.6097027122786272,-0.5696153074739024,0.005025940651770268,0.007329744099046825,0.010380476982329249,0.0012414301177376104,0.0024960389052026133,0.004363672386295277,0.06979474932509876,0.0513558800600954,0.15331607140410725,0.21344122086198222,0.3541775562199635,0.1627553327031359,0.015213805938626543,0.02940552746258225,0.03960653761319578,0.006077437650190433,0.01568588540914995,0.02471844848171932,0.042052241958241234,0.07586596216857178,0.0937898154617566,0.016966339951857222,0.04199740222254294,0.0646250820183506,0.06295715811413491,0.11298652035089501,0.1386913813653364,0.026117662343773818,0.06427995862798865,0.09296847268385557,0.05827567828019998,0.15914393611391736,0.004539245108479353,1,Toronto Maple Leafs,TOR
