team_id,strength,player_a,player_b,seconds,pos_a,pos_b,unit_type
1,EV,8474090,8474090,49,D,D,DD
1,EV,8474090,8474596,8271,D,G,mixed
1,EV,8474090,8475287,11555,D,L,mixed
1,EV,8474090,8475726,6548,D,C,mixed
1,EV,8474090,8476292,9927,D,L,mixed
1,EV,8474090,8476462,412,D,D,DD
1,EV,8474090,8476525,4008,D,D,DD
1,EV,8474090,8476919,5441,D,C,mixed
1,EV,8474090,8477073,1292,D,L,mixed
1,EV,8474090,8477508,8055,D,C,mixed
1,EV,8474090,8477931,5273,D,L,mixed
1,EV,8474090,8477970,11443,D,G,mixed
1,EV,8474090,8478039,1265,D,G,mixed
1,EV,8474090,8478051,1536,D,C,mixed
1,EV,8474090,8478399,2640,D,D,DD
1,EV,8474090,8478414,9890,D,R,mixed
1,EV,8474090,8478507,3075,D,D,DD
1,EV,8474090,8479407,11702,D,L,mixed
1,EV,8474090,8479414,4895,D,R,mixed
1,EV,8474090,8479415,5909,D,C,mixed
1,EV,8474090,8480002,9029,D,C,mixed
1,EV,8474090,8480032,1462,D,C,mixed
1,EV,8474090,8480084,679,D,D,DD
1,EV,8474090,8480860,13305,D,D,DD
1,EV,8474090,8481033,5410,D,G,mixed
1,EV,8474090,8481518,575,D,L,mixed
1,EV,8474090,8481559,9788,D,C,mixed
1,EV,8474090,8482076,9189,D,G,mixed
1,EV,8474090,8482110,11761,D,C,mixed
1,EV,8474090,8482125,8125,D,R,mixed
1,EV,8474090,8482684,12529,D,D,DD
1,EV,8474090,8483495,7243,D,D,DD
1,EV,8474090,8483531,54,D,L,mixed
1,EV,8474596,8474596,870,G,G,mixed
1,EV,8474596,8475287,7157,G,L,mixed
1,EV,8474596,8476292,5904,G,L,mixed
1,EV,8474596,8476919,3273,G,C,mixed
1,EV,8474596,8477073,1139,G,L,mixed
1,EV,8474596,8477508,2586,G,C,mixed
1,EV,8474596,8477931,6577,G,L,mixed
1,EV,8474596,8478051,842,G,C,mixed
1,EV,8474596,8478399,3313,G,D,mixed
1,EV,8474596,8478414,8227,G,R,mixed
1,EV,8474596,8478507,5608,G,D,mixed
1,EV,8474596,8479407,7133,G,L,mixed
1,EV,8474596,8480002,7841,G,C,mixed
1,EV,8474596,8480032,1341,G,C,mixed
1,EV,8474596,8480084,5963,G,D,mixed
1,EV,8474596,8480860,8828,G,D,mixed
1,EV,8474596,8481518,1170,G,L,mixed
1,EV,8474596,8481559,6607,G,C,mixed
1,EV,8474596,8482110,7240,G,C,mixed
1,EV,8474596,8482125,5235,G,R,mixed
1,EV,8474596,8482684,9664,G,D,mixed
1,EV,8474596,8483495,7503,G,D,mixed
1,EV,8474596,8483531,285,G,L,mixed
1,EV,8475287,8475287,137,L,L,FF
1,EV,8475287,8475726,10266,L,C,FF
1,EV,8475287,8476292,6887,L,L,FF
1,EV,8475287,8476462,4883,L,D,mixed
1,EV,8475287,8476525,6636,L,D,mixed
1,EV,8475287,8476919,655,L,C,FF
1,EV,8475287,8477073,58,L,L,FF
1,EV,8475287,8477508,10228,L,C,FF
1,EV,8475287,8477931,657,L,L,FF
1,EV,8475287,8477970,15997,L,G,mixed
1,EV,8475287,8478039,1698,L,G,mixed
1,EV,8475287,8478051,2041,L,C,FF
1,EV,8475287,8478399,13758,L,D,mixed
1,EV,8475287,8478414,8269,L,R,FF
1,EV,8475287,8478507,15904,L,D,mixed
1,EV,8475287,8479407,6577,L,L,FF
1,EV,8475287,8479414,4229,L,R,FF
1,EV,8475287,8479415,2011,L,C,FF
1,EV,8475287,8479984,572,L,D,mixed
1,EV,8475287,8480002,6078,L,C,FF
1,EV,8475287,8480032,167,L,C,FF
1,EV,8475287,8480084,3115,L,D,mixed
1,EV,8475287,8480860,15160,L,D,mixed
1,EV,8475287,8481033,7096,L,G,mixed
1,EV,8475287,8481518,195,L,L,FF
1,EV,8475287,8481559,18171,L,C,FF
1,EV,8475287,8482076,10681,L,G,mixed
1,EV,8475287,8482110,16375,L,C,FF
1,EV,8475287,8482125,11272,L,R,FF
1,EV,8475287,8482684,18957,L,D,mixed
1,EV,8475287,8483495,14463,L,D,mixed
