team_id,strength,player_a,player_b,player_c,seconds,pos_a,pos_b,pos_c,unit_type
1,EV,8474090,8474090,8479414,48,D,D,R,2D+1F
1,EV,8474090,8474090,8479415,49,D,D,C,2D+1F
1,EV,8474090,8474090,8482125,40,D,D,R,2D+1F
1,EV,8474090,8474090,8482684,36,D,D,D,mixed
1,EV,8474090,8474596,8474596,266,D,G,G,mixed
1,EV,8474090,8474596,8475287,2387,D,G,L,mixed
1,EV,8474090,8474596,8476292,1618,D,G,L,mixed
1,EV,8474090,8474596,8476919,987,D,G,C,mixed
1,EV,8474090,8474596,8477073,368,D,G,L,mixed
1,EV,8474090,8474596,8477508,1022,D,G,C,mixed
1,EV,8474090,8474596,8477931,1864,D,G,L,mixed
1,EV,8474090,8474596,8478051,401,D,G,C,mixed
1,EV,8474090,8474596,8478399,150,D,G,D,mixed
1,EV,8474090,8474596,8478414,2185,D,G,R,mixed
1,EV,8474090,8474596,8478507,248,D,G,D,mixed
1,EV,8474090,8474596,8479407,2104,D,G,L,mixed
1,EV,8474090,8474596,8480002,2248,D,G,C,mixed
1,EV,8474090,8474596,8480032,574,D,G,C,mixed
1,EV,8474090,8474596,8480084,279,D,G,D,mixed
1,EV,8474090,8474596,8480860,4215,D,G,D,mixed
1,EV,8474090,8474596,8481518,236,D,G,L,mixed
1,EV,8474090,8474596,8481559,1946,D,G,C,mixed
1,EV,8474090,8474596,8482110,2040,D,G,C,mixed
1,EV,8474090,8474596,8482125,1714,D,G,R,mixed
1,EV,8474090,8474596,8482684,524,D,G,D,mixed
1,EV,8474090,8474596,8483495,2169,D,G,D,mixed
1,EV,8474090,8474596,8483531,54,D,G,L,mixed
1,EV,8474090,8475287,8475726,2198,D,L,C,1D+2F
1,EV,8474090,8475287,8476292,1389,D,L,L,1D+2F
1,EV,8474090,8475287,8476462,14,D,L,D,2D+1F
1,EV,8474090,8475287,8476525,959,D,L,D,2D+1F
1,EV,8474090,8475287,8476919,97,D,L,C,1D+2F
1,EV,8474090,8475287,8477073,17,D,L,L,1D+2F
1,EV,8474090,8475287,8477508,1731,D,L,C,1D+2F
1,EV,8474090,8475287,8477931,95,D,L,L,1D+2F
1,EV,8474090,8475287,8477970,2922,D,L,G,mixed
1,EV,8474090,8475287,8478039,339,D,L,G,mixed
1,EV,8474090,8475287,8478051,510,D,L,C,1D+2F
1,EV,8474090,8475287,8478399,512,D,L,D,2D+1F
1,EV,8474090,8475287,8478414,1469,D,L,R,1D+2F
1,EV,8474090,8475287,8478507,921,D,L,D,2D+1F
1,EV,8474090,8475287,8479407,1500,D,L,L,1D+2F
1,EV,8474090,8475287,8479414,766,D,L,R,1D+2F
1,EV,8474090,8475287,8479415,187,D,L,C,1D+2F
1,EV,8474090,8475287,8480002,1026,D,L,C,1D+2F
1,EV,8474090,8475287,8480032,15,D,L,C,1D+2F
1,EV,8474090,8475287,8480084,206,D,L,D,2D+1F
1,EV,8474090,8475287,8480860,3506,D,L,D,2D+1F
1,EV,8474090,8475287,8481033,835,D,L,G,mixed
1,EV,8474090,8475287,8481518,80,D,L,L,1D+2F
1,EV,8474090,8475287,8481559,4449,D,L,C,1D+2F
1,EV,8474090,8475287,8482076,2783,D,L,G,mixed
1,EV,8474090,8475287,8482110,3164,D,L,C,1D+2F
1,EV,8474090,8475287,8482125,2542,D,L,R,1D+2F
1,EV,8474090,8475287,8482684,3013,D,L,D,2D+1F
1,EV,8474090,8475287,8483495,2191,D,L,D,2D+1F
1,EV,8474090,8475726,8476292,122,D,C,L,1D+2F
1,EV,8474090,8475726,8476462,111,D,C,D,2D+1F
1,EV,8474090,8475726,8476525,1064,D,C,D,2D+1F
1,EV,8474090,8475726,8476919,58,D,C,C,1D+2F
1,EV,8474090,8475726,8477508,93,D,C,C,1D+2F
1,EV,8474090,8475726,8477970,2619,D,C,G,mixed
1,EV,8474090,8475726,8478399,472,D,C,D,2D+1F
1,EV,8474090,8475726,8478414,1071,D,C,R,1D+2F
1,EV,8474090,8475726,8478507,369,D,C,D,2D+1F
1,EV,8474090,8475726,8479407,2475,D,C,L,1D+2F
1,EV,8474090,8475726,8479414,95,D,C,R,1D+2F
1,EV,8474090,8475726,8479415,1289,D,C,C,1D+2F
1,EV,8474090,8475726,8480002,155,D,C,C,1D+2F
1,EV,8474090,8475726,8480860,874,D,C,D,2D+1F
1,EV,8474090,8475726,8481033,1063,D,C,G,mixed
1,EV,8474090,8475726,8481559,3763,D,C,C,1D+2F
1,EV,8474090,8475726,8482076,2049,D,C,G,mixed
1,EV,8474090,8475726,8482110,1112,D,C,C,1D+2F
1,EV,8474090,8475726,8482125,192,D,C,R,1D+2F
1,EV,8474090,8475726,8482684,2707,D,C,D,2D+1F
1,EV,8474090,8475726,8483495,888,D,C,D,2D+1F
1,EV,8474090,8476292,8476462,58,D,L,D,2D+1F
1,EV,8474090,8476292,8476525,830,D,L,D,2D+1F
1,EV,8474090,8476292,8476919,201,D,L,C,1D+2F
1,EV,8474090,8476292,8477508,956,D,L,C,1D+2F
1,EV,8474090,8476292,8477931,2504,D,L,L,1D+2F
1,EV,8474090,8476292,8477970,2793,D,L,G,mixed
1,EV,8474090,8476292,8478039,343,D,L,G,mixed
